Time,Latitude,Longitude,Course,kts,mph,Altitude(m),Rate,Reporting Facility,Time Diff,m/s,Dist from lp,tilt,TrajectoryId,FlightId,Origin,Destination
Fri 14:35:13,23.7164,75.5539,95.0,505.0,581.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,258.22222222222223,7746.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:35:43,23.7101,75.6303,95.0,506.0,582.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,258.6666666666667,7760.000000000001,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:36:13,23.7039,75.7068,95.0,505.0,581.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,258.22222222222223,7746.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:36:47,23.6968,75.7931,95.0,505.0,581.0,11887.0,0.0, FlightAware ADS-B  (KTU / VIKO) ,34.0,258.22222222222223,8779.555555555557,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:37:26,23.6887,75.8896,95.0,504.0,580.0,11887.0,0.0, FlightAware ADS-B  (KTU / VIKO) ,39.0,257.77777777777777,10053.333333333334,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:37:56,23.6808,75.9679,99.0,504.0,580.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.77777777777777,7733.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:38:23,23.668,76.0348,104.0,503.0,579.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,27.0,257.3333333333333,6947.999999999999,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:38:53,23.6481,76.1063,108.0,502.0,578.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,256.8888888888889,7706.666666666668,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:39:23,23.6271,76.1776,107.0,503.0,579.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.3333333333333,7719.999999999999,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:39:53,23.6061,76.2501,108.0,504.0,580.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.77777777777777,7733.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:40:23,23.5846,76.3237,108.0,504.0,580.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.77777777777777,7733.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:40:53,23.5636,76.3954,108.0,504.0,580.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.77777777777777,7733.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:41:23,23.5423,76.4676,108.0,504.0,580.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.77777777777777,7733.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:41:53,23.5207,76.5405,108.0,505.0,581.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,258.22222222222223,7746.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:42:23,23.4989,76.6144,108.0,505.0,581.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,258.22222222222223,7746.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:42:54,23.4775,76.6867,108.0,505.0,581.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,31.0,258.22222222222223,8004.888888888889,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:43:24,23.4559,76.7596,108.0,504.0,580.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.77777777777777,7733.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:43:54,23.4345,76.8313,108.0,503.0,579.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,257.3333333333333,7719.999999999999,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:44:24,23.4127,76.9044,108.0,501.0,577.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,256.44444444444446,7693.333333333334,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:44:54,23.3919,76.9745,108.0,500.0,575.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,255.55555555555554,7666.666666666666,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:45:24,23.3701,77.0473,108.0,499.0,574.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,255.11111111111111,7653.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:45:54,23.3485,77.1194,108.0,497.0,572.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,254.22222222222223,7626.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:46:24,23.3272,77.1903,108.0,497.0,572.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,254.22222222222223,7626.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:46:54,23.3057,77.2621,108.0,498.0,573.0,11887.0,0.0, FlightAware ADS-B  (IDR / VAID) ,30.0,254.66666666666666,7640.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:47:36,23.2744,77.3656,109.0,500.0,575.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,42.0,255.55555555555554,10733.333333333332,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:48:15,23.2443,77.4549,110.0,500.0,575.0,11887.0,0.0, FlightAware ADS-B  (IXU / VAAU) ,39.0,255.55555555555554,9966.666666666666,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:48:48,23.2176,77.5331,110.0,500.0,575.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,33.0,255.55555555555554,8433.333333333332,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:49:18,23.1943,77.6022,110.0,500.0,575.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,255.55555555555554,7666.666666666666,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:49:49,23.1703,77.6738,110.0,499.0,574.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,31.0,255.11111111111111,7908.444444444444,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:50:19,23.1462,77.7456,110.0,498.0,573.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.66666666666666,7640.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:50:49,23.1227,77.8152,110.0,497.0,572.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.22222222222223,7626.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:51:19,23.0991,77.8853,110.0,497.0,572.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.22222222222223,7626.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:51:49,23.0753,77.9558,110.0,498.0,573.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.66666666666666,7640.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:52:19,23.051,78.0276,110.0,500.0,575.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,255.55555555555554,7666.666666666666,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:52:49,23.0268,78.0989,110.0,498.0,573.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.66666666666666,7640.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:53:19,23.0034,78.1677,110.0,496.0,571.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,253.77777777777777,7613.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:53:50,22.9794,78.2381,110.0,495.0,570.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,31.0,253.33333333333334,7853.333333333334,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:54:20,22.9553,78.3089,110.0,496.0,571.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,253.77777777777777,7613.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:54:50,22.9312,78.3797,110.0,497.0,572.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.22222222222223,7626.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:55:20,22.9076,78.4486,110.0,498.0,573.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.66666666666666,7640.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:55:50,22.883,78.5204,110.0,498.0,573.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.66666666666666,7640.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:56:20,22.8594,78.5892,110.0,497.0,572.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,254.22222222222223,7626.666666666667,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:56:50,22.8352,78.6598,110.0,496.0,571.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,253.77777777777777,7613.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:57:20,22.8112,78.7294,110.0,494.0,568.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,252.44444444444446,7573.333333333334,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:57:51,22.787,78.7995,110.0,493.0,567.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,31.0,252.0,7812.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:58:21,22.7626,78.8702,111.0,492.0,566.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,251.55555555555554,7546.666666666666,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:58:51,22.7389,78.9388,111.0,492.0,566.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,251.55555555555554,7546.666666666666,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:59:21,22.715,79.0078,111.0,491.0,565.0,11887.0,8.0, FlightAware ADS-B  (BHO / VABP) ,30.0,251.11111111111111,7533.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 14:59:51,22.6906,79.0779,111.0,491.0,565.0,11895.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,251.11111111111111,7533.333333333333,0.06084508702526837,OnGoing,QTR834,OTHH,VTBS
Fri 15:00:21,22.6666,79.1471,111.0,492.0,566.0,11887.0,-8.0, FlightAware ADS-B  (BHO / VABP) ,30.0,251.55555555555554,7546.666666666666,-0.060737586831210055,OnGoing,QTR834,OTHH,VTBS
Fri 15:00:51,22.6427,79.2156,111.0,490.0,564.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,250.66666666666666,7520.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 15:01:21,22.619,79.2836,111.0,490.0,564.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,250.66666666666666,7520.0,0.0,OnGoing,QTR834,OTHH,VTBS
Fri 15:01:51,22.5946,79.3537,111.0,491.0,565.0,11887.0,0.0, FlightAware ADS-B  (BHO / VABP) ,30.0,251.11111111111111,7533.333333333333,0.0,OnGoing,QTR834,OTHH,VTBS
