Time,Latitude,Longitude,Course,kts,mph,Altitude(m),Rate,Reporting Facility,Time Diff,m/s,Dist from lp,tilt,TrajectoryId,FlightId,Origin,Destination
Thu 05:07:51,25.2947,51.6098,340.0,175.0,201.0,137.0,0.0, FlightAware ADS-B  (DIA / OTBD) ,0.0,89.33333333333333,0.0,0.0,1,QTR834,OTHH,VTBS
Thu 05:08:07,25.3071,51.6046,338.0,175.0,201.0,251.0,414.0, FlightAware ADS-B  (DOH / OTHH) ,16.0,89.33333333333333,1429.3333333333333,4.574624824372468,1,QTR834,OTHH,VTBS
Thu 05:08:23,25.3194,51.599,338.0,176.0,203.0,358.0,314.0, FlightAware ADS-B  (DIA / OTBD) ,16.0,90.22222222222223,1443.5555555555557,4.250807039144076,1,QTR834,OTHH,VTBS
Thu 05:08:39,25.3319,51.5934,338.0,189.0,217.0,419.0,300.0, FlightAware ADS-B  (DIA / OTBD) ,16.0,96.44444444444444,1543.111111111111,2.26552283110295,1,QTR834,OTHH,VTBS
Thu 05:08:55,25.3455,51.5891,358.0,193.0,222.0,518.0,457.0, FlightAware ADS-B  (DOH / OTHH) ,16.0,98.66666666666667,1578.6666666666667,3.595443403491391,1,QTR834,OTHH,VTBS
Thu 05:09:12,25.3602,51.5942,37.0,194.0,223.0,671.0,429.0, FlightAware ADS-B  (DIA / OTBD) ,17.0,99.11111111111111,1684.888888888889,5.210044959775059,1,QTR834,OTHH,VTBS
Thu 05:09:28,25.3686,51.6058,70.0,212.0,244.0,754.0,280.0, FlightAware ADS-B  (DOH / OTHH) ,16.0,108.44444444444444,1735.111111111111,2.741821650010801,1,QTR834,OTHH,VTBS
Thu 05:09:56,25.3705,51.6392,92.0,245.0,282.0,876.0,268.0, FlightAware ADS-B  (DIA / OTBD) ,28.0,125.33333333333333,3509.333333333333,1.9922569900000973,1,QTR834,OTHH,VTBS
Thu 05:10:14,25.3693,51.6624,99.0,267.0,307.0,960.0,446.0, FlightAware ADS-B  (DOH / OTHH) ,18.0,136.44444444444446,2456.0,1.9600098927957523,1,QTR834,OTHH,VTBS
Thu 05:10:35,25.3626,51.6904,106.0,273.0,314.0,1166.0,617.0, FlightAware ADS-B  (DOH / OTHH) ,21.0,139.55555555555554,2930.6666666666665,4.0307114433424855,1,QTR834,OTHH,VTBS
Thu 05:10:54,25.3558,51.7163,106.0,275.0,316.0,1372.0,644.0, FlightAware ADS-B  (DIA / OTBD) ,19.0,140.44444444444446,2668.444444444445,4.427555402582411,1,QTR834,OTHH,VTBS
Thu 05:11:24,25.3455,51.7571,105.0,278.0,320.0,1692.0,494.0, FlightAware ADS-B  (DIA / OTBD) ,30.0,142.22222222222223,4266.666666666667,4.301222304670365,1,QTR834,OTHH,VTBS
Thu 05:11:56,25.3336,51.8046,106.0,304.0,350.0,1882.0,332.0, FlightAware ADS-B  (DOH / OTHH) ,32.0,155.55555555555554,4977.777777777777,2.187490827782351,1,QTR834,OTHH,VTBS
Thu 05:12:26,25.3221,51.8501,106.0,328.0,377.0,2035.0,229.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,167.55555555555554,5026.666666666666,1.7442191807082101,1,QTR834,OTHH,VTBS
Thu 05:12:56,25.31,51.8978,106.0,343.0,395.0,2111.0,168.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,175.55555555555554,5266.666666666666,0.8268285538504232,1,QTR834,OTHH,VTBS
Thu 05:13:26,25.2964,51.9515,106.0,344.0,396.0,2202.0,298.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,176.0,5280.0,0.9875329723105513,1,QTR834,OTHH,VTBS
Thu 05:13:42,25.2899,51.9771,105.0,346.0,398.0,2339.0,547.0, FlightAware ADS-B  (DOH / OTHH) ,16.0,176.88888888888889,2830.222222222222,2.774549080521737,1,QTR834,OTHH,VTBS
Thu 05:14:12,25.2772,52.027,106.0,350.0,403.0,2621.0,607.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,179.11111111111111,5373.333333333333,3.0083441835507565,1,QTR834,OTHH,VTBS
Thu 05:14:43,25.2629,52.0834,106.0,355.0,409.0,2957.0,614.0, FlightAware ADS-B  (DOH / OTHH) ,31.0,181.77777777777777,5635.111111111111,3.418354520780371,1,QTR834,OTHH,VTBS
Thu 05:15:13,25.2501,52.1341,106.0,357.0,411.0,3246.0,555.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,182.66666666666666,5480.0,3.0230228741697185,1,QTR834,OTHH,VTBS
Thu 05:15:44,25.2367,52.187,106.0,364.0,419.0,3520.0,595.0, FlightAware ADS-B  (DIA / OTBD) ,31.0,186.22222222222223,5772.888888888889,2.7204653047130605,1,QTR834,OTHH,VTBS
Thu 05:16:16,25.221,52.2484,106.0,366.0,421.0,3871.0,515.0, FlightAware ADS-B  (DOH / OTHH) ,32.0,187.11111111111111,5987.555555555556,3.360696148881459,1,QTR834,OTHH,VTBS
Thu 05:16:47,25.2068,52.3037,106.0,380.0,437.0,4061.0,376.0, FlightAware ADS-B  (DOH / OTHH) ,31.0,194.22222222222223,6020.888888888889,1.8083718072563446,1,QTR834,OTHH,VTBS
Thu 05:17:18,25.1916,52.3638,106.0,389.0,448.0,4260.0,457.0, FlightAware ADS-B  (DOH / OTHH) ,31.0,199.11111111111111,6172.444444444444,1.8475397184457385,1,QTR834,OTHH,VTBS
Thu 05:17:48,25.1774,52.4192,106.0,389.0,448.0,4526.0,503.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,199.11111111111111,5973.333333333333,2.552296703649849,1,QTR834,OTHH,VTBS
Thu 05:18:18,25.1619,52.4796,106.0,394.0,453.0,4763.0,427.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,201.33333333333334,6040.0,2.248772628755171,1,QTR834,OTHH,VTBS
Thu 05:18:49,25.1468,52.5382,106.0,400.0,460.0,4961.0,386.0, FlightAware ADS-B  (DOH / OTHH) ,31.0,204.44444444444446,6337.777777777778,1.7902821718761366,1,QTR834,OTHH,VTBS
Thu 05:19:09,25.1366,52.5773,108.0,405.0,466.0,5090.0,436.0, FlightAware ADS-B  (DOH / OTHH) ,20.0,207.11111111111111,4142.222222222223,1.7846340498452344,1,QTR834,OTHH,VTBS
Thu 05:19:53,25.1012,52.6587,116.0,407.0,468.0,5425.0,440.0, FlightAware ADS-B  (DIA / OTBD) ,44.0,208.0,9152.0,2.0977245341518667,1,QTR834,OTHH,VTBS
Thu 05:20:26,25.0732,52.7218,116.0,412.0,474.0,5654.0,394.0, FlightAware ADS-B  (DOH / OTHH) ,33.0,210.66666666666666,6952.0,1.8876736841692245,1,QTR834,OTHH,VTBS
Thu 05:20:51,25.0543,52.7673,110.0,416.0,479.0,5806.0,391.0, FlightAware ADS-B  (RKT / OMRK) ,25.0,212.88888888888889,5322.222222222222,1.6365612821309043,1,QTR834,OTHH,VTBS
Thu 05:21:35,25.0339,52.8584,104.0,422.0,486.0,6104.0,445.0, FlightAware ADS-B  (DOH / OTHH) ,44.0,216.0,9504.0,1.7968162114034798,1,QTR834,OTHH,VTBS
Thu 05:22:06,25.0189,52.9237,104.0,420.0,483.0,6363.0,436.0, FlightAware ADS-B  (DIA / OTBD) ,31.0,214.66666666666666,6654.666666666666,2.230518315526536,1,QTR834,OTHH,VTBS
Thu 05:22:39,25.0033,52.992,104.0,425.0,489.0,6568.0,350.0, FlightAware ADS-B  (DXB / OMDB) ,33.0,217.33333333333334,7172.0,1.6379301131096378,1,QTR834,OTHH,VTBS
Thu 05:23:10,24.9881,53.0583,104.0,431.0,496.0,6736.0,307.0, FlightAware ADS-B  (DXB / OMDB) ,31.0,220.44444444444446,6833.777777777778,1.4086880055724005,1,QTR834,OTHH,VTBS
Thu 05:23:40,24.973,53.1247,104.0,439.0,505.0,6881.0,305.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,224.44444444444446,6733.333333333334,1.2339401408761155,1,QTR834,OTHH,VTBS
Thu 05:24:10,24.9576,53.1911,104.0,443.0,510.0,7041.0,351.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,226.66666666666666,6800.0,1.3482604150221962,1,QTR834,OTHH,VTBS
Thu 05:24:40,24.9431,53.2539,104.0,443.0,510.0,7231.0,427.0, FlightAware ADS-B  (DOH / OTHH) ,30.0,226.66666666666666,6800.0,1.601119867370497,1,QTR834,OTHH,VTBS
Thu 05:25:11,24.9271,53.3233,104.0,439.0,505.0,7475.0,369.0, FlightAware ADS-B  (DOH / OTHH) ,31.0,224.44444444444446,6957.777777777778,2.009698747274117,1,QTR834,OTHH,VTBS
Thu 05:25:42,24.9113,53.3913,104.0,445.0,512.0,7612.0,269.0, FlightAware ADS-B  (DOH / OTHH) ,31.0,227.55555555555554,7054.222222222222,1.1128108911643635,1,QTR834,OTHH,VTBS
Thu 05:26:14,24.8954,53.4578,106.0,449.0,517.0,7757.0,280.0, FlightAware ADS-B  (AZI / OMAD) ,32.0,229.77777777777777,7352.888888888889,1.12995405160593,1,QTR834,OTHH,VTBS
Thu 05:26:44,24.8765,53.5249,107.0,454.0,522.0,7902.0,305.0, FlightAware ADS-B  (DWC / OMDW) ,30.0,232.0,6960.0,1.1937484371410785,1,QTR834,OTHH,VTBS
Thu 05:27:14,24.8576,53.5917,107.0,458.0,527.0,8062.0,276.0, FlightAware ADS-B  (DWC / OMDW) ,30.0,234.22222222222223,7026.666666666667,1.3047604985225478,1,QTR834,OTHH,VTBS
Thu 05:27:47,24.8375,53.6644,107.0,466.0,536.0,8192.0,232.0, FlightAware ADS-B  (AZI / OMAD) ,33.0,238.22222222222223,7861.333333333334,0.947522581551305,1,QTR834,OTHH,VTBS
Thu 05:28:17,24.8187,53.733,107.0,474.0,545.0,8306.0,307.0, FlightAware ADS-B  (AZI / OMAD) ,30.0,242.22222222222223,7266.666666666667,0.8988972688813761,1,QTR834,OTHH,VTBS
Thu 05:28:48,24.7987,53.8069,105.0,476.0,548.0,8504.0,323.0, FlightAware ADS-B  (DWC / OMDW) ,31.0,243.55555555555554,7550.222222222222,1.502719353678836,1,QTR834,OTHH,VTBS
Thu 05:29:15,24.7863,53.8688,100.0,483.0,556.0,8618.0,276.0, FlightAware ADS-B  (AZI / OMAD) ,27.0,247.11111111111111,6672.0,0.9790222902972674,1,QTR834,OTHH,VTBS
Thu 05:29:31,24.7809,53.9115,96.0,487.0,560.0,8702.0,254.0, FlightAware ADS-B  (DWC / OMDW) ,16.0,248.88888888888889,3982.222222222222,1.2086724927965122,1,QTR834,OTHH,VTBS
Thu 05:30:00,24.7769,53.9843,91.0,496.0,571.0,8809.0,256.0, FlightAware ADS-B  (DOH / OTHH) ,29.0,253.77777777777777,7359.555555555556,0.8330481868302314,1,QTR834,OTHH,VTBS
Thu 05:30:30,24.7794,54.0576,86.0,500.0,575.0,8954.0,320.0, FlightAware ADS-B  (DXB / OMDB) ,30.0,255.55555555555554,7666.666666666666,1.0837021828931153,1,QTR834,OTHH,VTBS
Thu 05:30:50,24.7849,54.1075,81.0,501.0,577.0,9075.0,366.0, FlightAware ADS-B  (AZI / OMAD) ,20.0,256.44444444444446,5128.888888888889,1.351839109009497,1,QTR834,OTHH,VTBS
Thu 05:31:20,24.796,54.1807,82.0,503.0,579.0,9258.0,288.0, FlightAware ADS-B  (AUH / OMAA) ,30.0,257.3333333333333,7719.999999999999,1.3583043848189131,1,QTR834,OTHH,VTBS
Thu 05:31:52,24.8058,54.2648,83.0,512.0,589.0,9373.0,273.0, FlightAware ADS-B  (AZI / OMAD) ,32.0,261.77777777777777,8376.888888888889,0.7865953237703064,1,QTR834,OTHH,VTBS
Thu 05:32:22,24.8152,54.3414,82.0,514.0,592.0,9540.0,351.0, FlightAware ADS-B  (AZI / OMAD) ,30.0,263.1111111111111,7893.333333333332,1.212302680859213,1,QTR834,OTHH,VTBS
Thu 05:32:52,24.8254,54.4204,82.0,515.0,593.0,9723.0,358.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,263.55555555555554,7906.666666666666,1.3262306926822605,1,QTR834,OTHH,VTBS
Thu 05:33:22,24.8351,54.4966,82.0,517.0,595.0,9898.0,351.0, FlightAware ADS-B  (AZI / OMAD) ,30.0,264.44444444444446,7933.333333333334,1.2639800104244996,1,QTR834,OTHH,VTBS
Thu 05:33:52,24.8455,54.5772,82.0,519.0,597.0,10074.0,382.0, FlightAware ADS-B  (DWC / OMDW) ,30.0,265.3333333333333,7959.999999999999,1.2669446002868103,1,QTR834,OTHH,VTBS
Thu 05:34:23,24.8556,54.6558,82.0,517.0,595.0,10287.0,405.0, FlightAware ADS-B  (RKT / OMRK) ,31.0,264.44444444444446,8197.777777777777,1.4888638036112651,1,QTR834,OTHH,VTBS
Thu 05:34:53,24.8656,54.7343,82.0,515.0,593.0,10485.0,366.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,263.55555555555554,7906.666666666666,1.4349599990791828,1,QTR834,OTHH,VTBS
Thu 05:35:23,24.8758,54.8137,82.0,516.0,594.0,10653.0,307.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,264.0,7920.0,1.2154561815101916,1,QTR834,OTHH,VTBS
Thu 05:35:54,24.8857,54.8928,82.0,517.0,595.0,10798.0,300.0, FlightAware ADS-B  (RKT / OMRK) ,31.0,264.44444444444446,8197.777777777777,1.0134845698780512,1,QTR834,OTHH,VTBS
Thu 05:36:24,24.8954,54.9701,82.0,517.0,595.0,10958.0,343.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,264.44444444444446,7933.333333333334,1.155623483889657,1,QTR834,OTHH,VTBS
Thu 05:36:54,24.9052,55.0486,82.0,514.0,592.0,11140.0,305.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,263.1111111111111,7893.333333333332,1.3212106516404631,1,QTR834,OTHH,VTBS
Thu 05:37:24,24.9151,55.1277,82.0,515.0,593.0,11262.0,137.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,263.55555555555554,7906.666666666666,0.8841099287364076,1,QTR834,OTHH,VTBS
Thu 05:37:54,24.9245,55.2031,82.0,515.0,593.0,11278.0,15.0, FlightAware ADS-B  (DXB / OMDB) ,30.0,263.55555555555554,7906.666666666666,0.1159443209796664,1,QTR834,OTHH,VTBS
Thu 05:38:27,24.9351,55.289,82.0,515.0,593.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,33.0,263.55555555555554,8697.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 05:38:57,24.9449,55.3683,82.0,514.0,592.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,263.1111111111111,7893.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 05:39:28,24.9543,55.4451,82.0,514.0,592.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,31.0,263.1111111111111,8156.444444444443,0.0,1,QTR834,OTHH,VTBS
Thu 05:39:58,24.964,55.5253,82.0,513.0,590.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,262.22222222222223,7866.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 05:40:28,24.9733,55.6015,82.0,514.0,592.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,263.1111111111111,7893.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 05:40:58,24.983,55.6818,83.0,513.0,590.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,262.22222222222223,7866.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 05:41:28,24.992,55.7565,83.0,514.0,592.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,263.1111111111111,7893.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 05:41:59,25.0019,55.8391,83.0,514.0,592.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,31.0,263.1111111111111,8156.444444444443,0.0,1,QTR834,OTHH,VTBS
Thu 05:42:29,25.0112,55.9172,83.0,514.0,592.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,263.1111111111111,7893.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 05:43:01,25.0208,55.9989,83.0,515.0,593.0,11278.0,0.0, FlightAware ADS-B  (DXB / OMDB) ,32.0,263.55555555555554,8433.777777777777,0.0,1,QTR834,OTHH,VTBS
Thu 05:43:35,25.0312,56.087,83.0,514.0,592.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,34.0,263.1111111111111,8945.777777777777,0.0,1,QTR834,OTHH,VTBS
Thu 05:44:05,25.0404,56.1646,83.0,513.0,590.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,262.22222222222223,7866.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 05:44:35,25.0496,56.2443,83.0,512.0,589.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,261.77777777777777,7853.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 05:45:06,25.0588,56.3229,83.0,512.0,589.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,31.0,261.77777777777777,8115.111111111111,0.0,1,QTR834,OTHH,VTBS
Thu 05:45:36,25.0678,56.4003,83.0,512.0,589.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,261.77777777777777,7853.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 05:46:07,25.0737,56.4807,89.0,509.0,586.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,260.44444444444446,8073.777777777778,0.0,1,QTR834,OTHH,VTBS
Thu 05:46:51,25.0688,56.5929,96.0,508.0,585.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,44.0,260.0,11440.0,0.0,1,QTR834,OTHH,VTBS
Thu 05:47:07,25.0629,56.637,100.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,16.0,259.1111111111111,4145.777777777777,0.0,1,QTR834,OTHH,VTBS
Thu 05:47:41,25.0472,56.7198,102.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (OMRS) ,34.0,259.1111111111111,8809.777777777777,0.0,1,QTR834,OTHH,VTBS
Thu 05:48:12,25.0323,56.7984,102.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (DWC / OMDW) ,31.0,259.1111111111111,8032.444444444443,0.0,1,QTR834,OTHH,VTBS
Thu 05:48:46,25.016,56.8849,102.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,34.0,259.1111111111111,8809.777777777777,0.0,1,QTR834,OTHH,VTBS
Thu 05:49:16,25.0013,56.9611,102.0,506.0,582.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,258.6666666666667,7760.000000000001,0.0,1,QTR834,OTHH,VTBS
Thu 05:49:49,24.985,57.0457,102.0,506.0,582.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,33.0,258.6666666666667,8536.0,0.0,1,QTR834,OTHH,VTBS
Thu 05:50:19,24.9702,57.1221,102.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,259.1111111111111,7773.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 05:50:50,24.9551,57.1999,102.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,259.1111111111111,8032.444444444443,0.0,1,QTR834,OTHH,VTBS
Thu 05:51:24,24.9389,57.2831,102.0,508.0,585.0,11278.0,0.0, FlightAware ADS-B  (DWC / OMDW) ,34.0,260.0,8840.0,0.0,1,QTR834,OTHH,VTBS
Thu 05:51:59,24.9214,57.3725,102.0,508.0,585.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,35.0,260.0,9100.0,0.0,1,QTR834,OTHH,VTBS
Thu 05:52:31,24.9054,57.4541,102.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,32.0,259.1111111111111,8291.555555555555,0.0,1,QTR834,OTHH,VTBS
Thu 05:53:01,24.8904,57.5305,102.0,507.0,583.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,259.1111111111111,7773.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 05:53:32,24.8752,57.607,102.0,506.0,582.0,11278.0,0.0, FlightAware ADS-B  (NHD / OMDM) ,31.0,258.6666666666667,8018.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 05:54:18,24.8523,57.7228,102.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,46.0,258.22222222222223,11878.222222222223,0.0,1,QTR834,OTHH,VTBS
Thu 05:54:50,24.8364,57.8029,102.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,32.0,257.77777777777777,8248.888888888889,0.0,1,QTR834,OTHH,VTBS
Thu 05:55:21,24.8214,57.8783,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,31.0,257.77777777777777,7991.111111111111,0.0,1,QTR834,OTHH,VTBS
Thu 05:55:51,24.8059,57.9539,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,30.0,257.77777777777777,7733.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 05:56:22,24.7897,58.0335,103.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,258.22222222222223,8004.888888888889,0.0,1,QTR834,OTHH,VTBS
Thu 05:56:53,24.7742,58.1094,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,257.77777777777777,7991.111111111111,0.0,1,QTR834,OTHH,VTBS
Thu 05:57:28,24.7564,58.1965,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (AUH / OMAA) ,35.0,257.77777777777777,9022.222222222223,0.0,1,QTR834,OTHH,VTBS
Thu 05:57:59,24.7401,58.2757,103.0,503.0,579.0,11278.0,0.0, FlightAware ADS-B  (RKT / OMRK) ,31.0,257.3333333333333,7977.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 05:58:33,24.7223,58.3624,103.0,502.0,578.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,34.0,256.8888888888889,8734.222222222223,0.0,1,QTR834,OTHH,VTBS
Thu 05:59:04,24.7066,58.4384,103.0,503.0,579.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,257.3333333333333,7977.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 05:59:34,24.6915,58.5115,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,257.77777777777777,7733.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 06:00:04,24.6762,58.5853,103.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (AUH / OMAA) ,30.0,258.22222222222223,7746.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 06:00:34,24.6602,58.6618,103.0,502.0,578.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,256.8888888888889,7706.666666666668,0.0,1,QTR834,OTHH,VTBS
Thu 06:01:04,24.6442,58.7387,103.0,501.0,577.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,256.44444444444446,7693.333333333334,0.0,1,QTR834,OTHH,VTBS
Thu 06:01:35,24.6281,58.8154,103.0,500.0,575.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,255.55555555555554,7922.222222222222,0.0,1,QTR834,OTHH,VTBS
Thu 06:02:21,24.6047,58.9273,103.0,501.0,577.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,46.0,256.44444444444446,11796.444444444445,0.0,1,QTR834,OTHH,VTBS
Thu 06:02:52,24.5893,59.0005,103.0,501.0,577.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,256.44444444444446,7949.777777777778,0.0,1,QTR834,OTHH,VTBS
Thu 06:03:25,24.5716,59.0843,103.0,500.0,575.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,33.0,255.55555555555554,8433.333333333332,0.0,1,QTR834,OTHH,VTBS
Thu 06:03:55,24.5558,59.1589,103.0,500.0,575.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,255.55555555555554,7666.666666666666,0.0,1,QTR834,OTHH,VTBS
Thu 06:04:25,24.5398,59.2342,103.0,501.0,577.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,256.44444444444446,7693.333333333334,0.0,1,QTR834,OTHH,VTBS
Thu 06:04:55,24.5236,59.3098,103.0,502.0,578.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,256.8888888888889,7706.666666666668,0.0,1,QTR834,OTHH,VTBS
Thu 06:05:25,24.5078,59.3844,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,257.77777777777777,7733.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 06:05:56,24.4916,59.4598,103.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,258.22222222222223,8004.888888888889,0.0,1,QTR834,OTHH,VTBS
Thu 06:06:27,24.4755,59.5348,103.0,506.0,582.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,258.6666666666667,8018.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 06:07:08,24.4532,59.6385,103.0,506.0,582.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,41.0,258.6666666666667,10605.333333333334,0.0,1,QTR834,OTHH,VTBS
Thu 06:07:39,24.4369,59.7141,103.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,258.22222222222223,8004.888888888889,0.0,1,QTR834,OTHH,VTBS
Thu 06:08:09,24.4208,59.7884,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,257.77777777777777,7733.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 06:08:41,24.4029,59.8706,103.0,503.0,579.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,32.0,257.3333333333333,8234.666666666666,0.0,1,QTR834,OTHH,VTBS
Thu 06:09:11,24.3868,59.9449,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,257.77777777777777,7733.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 06:09:42,24.3703,60.0203,103.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,31.0,257.77777777777777,7991.111111111111,0.0,1,QTR834,OTHH,VTBS
Thu 06:10:12,24.3539,60.0955,103.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,258.22222222222223,7746.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 06:10:42,24.3373,60.171,103.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,258.22222222222223,7746.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 06:11:12,24.3209,60.246,104.0,505.0,581.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,258.22222222222223,7746.666666666667,0.0,1,QTR834,OTHH,VTBS
Thu 06:11:42,24.3045,60.3206,104.0,504.0,580.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,257.77777777777777,7733.333333333333,0.0,1,QTR834,OTHH,VTBS
Thu 06:12:12,24.2878,60.3957,104.0,503.0,579.0,11278.0,0.0, FlightAware ADS-B  (MCT / OOMS) ,30.0,257.3333333333333,7719.999999999999,0.0,1,QTR834,OTHH,VTBS
